filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp
compacted_28.npz,Complex crater,204.9577324,-5.168,207731.4438,12629.55621,243176.9982,0.05521073,50490.92432,14.354
