filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_42.npz,Complex crater,241.57623690726544,-7.235999999999876,226519.64050203256,93936.82073231257,146207.08587153757,0.27441953834667904,38773.328186737024,11.487999999999829,4.804217081850532
