filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_32.npz,Complex crater,222.20150553810186,-4.223999999999933,151164.80165274782,25579.65012357505,142472.45877562507,0.4037608697591072,46882.69959594926,14.055999999999813,5.0434146341463455
