filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_29.npz,Complex crater,216.5516622904286,-7.114000000000033,216192.768968201,37088.10977368751,162181.34918341253,0.38182627612963516,53876.92778176283,17.180000000000064,5.293244851258579
