filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_30.npz,Complex crater,223.64487340546563,-3.660000000000082,162392.3706233403,13731.347623024994,199576.56630948753,0.30033164138639434,50476.73997998844,12.594000000000051,5.20023326133909
