Distance (s),Height (h)
94129.77082615122,575.3893706364536
94245.40936524968,574.5759160031505
94361.04790434815,573.6158476156264
94476.68644344661,572.4159295335616
94592.32498254508,570.9132506601039
94707.96352164354,569.1537993005318
94823.60206074202,567.2782872344281
94939.24059984047,565.4851945983255
95054.87913893894,564.0784544482981
95170.5176780374,563.4257146210213
95286.15621713587,563.9412775668022
95401.79475623433,566.1242354680927
95517.4332953328,570.5261223512618
95633.07183443126,577.7068172388493
95748.71037352974,588.2142990467514
95864.34891262821,602.5663629623491
95979.98745172667,621.2913723044791
96095.62599082514,644.8765607195841
96211.2645299236,673.5892653507723
96326.90306902207,707.5565569108938
96442.54160812053,746.7898592864863
96558.180147219,790.9508615079624
96673.81868631745,839.4608780537241
96789.45722541593,891.5786769171119
96905.0957645144,946.4093613838994
97020.73430361286,1002.916891082268
97136.37284271132,1059.936448260744
97252.01138180979,1116.43572126034
97367.64992090825,1171.4819330764942
97483.28846000672,1224.1167809826745
97598.92699910518,1273.5324139754414
97714.56553820366,1319.130347269096
97830.20407730213,1360.4852938807335
97945.8426164006,1397.2642339096044
98061.48115549906,1429.241057077253
98177.11969459752,1456.4435247504682
98292.75823369599,1479.0293829838752
98408.39677279444,1497.2575266855265
98524.0353118929,1511.6036634700154
98639.67385099137,1522.6637860618155
98755.31239008985,1531.0711410087536
98870.95092918832,1537.4944255449657
98986.58946828678,1542.619340975129
99102.22800738525,1547.1243743791424
99217.86654648371,1551.6348351382235
99333.50508558218,1556.5731894086157
99449.14362468064,1562.1996998378625
99564.7821637791,1568.6809138874373
99680.42070287759,1575.8296873325255
99796.05924197605,1583.3551669626838
99911.69778107452,1590.8537028825283
100027.33632017298,1597.6661165758912
100142.97485927143,1603.0765132980653
100258.6133983699,1606.5150993360232
100374.25193746836,1607.513680090279
100489.89047656683,1605.623382618452
100605.52901566529,1600.8508397134483
100721.16755476377,1593.3244583794287
100836.80609386224,1583.2500305313035
100952.4446329607,1571.0873666037255
101068.08317205917,1557.3615339147507
101183.72171115763,1542.4557864418725
101299.3602502561,1526.6939943380264
101414.99878935456,1510.441902154426
101530.63732845303,1493.8167396821466
101646.27586755149,1476.8962748934937
101761.91440664997,1459.7417790955499
101877.55294574842,1442.291481573747
101993.19148484689,1424.478006122675
102108.83002394535,1406.27448851039
102224.46856304382,1387.664090787263
102340.10710214228,1368.5911692715808
102455.74564124075,1349.0064487076436
102571.38418033921,1328.8477043432429
102687.0227194377,1308.0456706880775
102802.66125853616,1286.5595535617638
102918.29979763462,1264.346226005103
103033.93833673309,1241.3377371138147
103149.57687583155,1217.4434214813818
103265.21541493002,1192.576661962874
103380.85395402848,1166.669733428449
103496.49249312695,1139.6726735401605
103612.13103222541,1111.5503745640528
103727.76957132388,1082.2820819871495
103843.40811042234,1051.8605103570649
103959.04664952081,1020.3481632751368
104074.68518861927,987.8886192903889
104190.32372771774,954.6877885211957
104305.9622668162,921.0040846525243
104421.60080591467,887.1400544328365
104537.23934501313,853.4173429817453
104652.87788411161,820.1442287081167
104768.51642321008,787.6167059233723
104884.15496230854,756.0641385130958
104999.79350140701,725.634553176905
105115.43204050548,696.4319920641641
105231.07057960394,668.4871128835932
105346.7091187024,641.7750675025926
105462.34765780086,616.2430359541877
105577.98619689934,591.8031443607263
105693.6247359978,568.3596714339765
105809.26327509627,545.8035783508336
105924.90181419473,523.9996095473065
106040.5403532932,502.7790537186659
106156.17889239166,481.88212167956004
106271.81743149013,460.98995030341376
106387.45597058859,439.7099089322642
106503.09450968706,417.49650986533044
106618.73304878554,393.75648718030783
106734.371587884,367.85617529026547
106850.01012698247,339.1560031746347
106965.64866608093,307.099796652084
107081.2872051794,271.5168553687708
107196.92574427785,232.47187986870597
107312.56428337631,190.33242171677998
107428.20282247478,146.09149648920507
107543.84136157326,100.88544391117765
107659.47990067172,55.98347637510859
107775.11843977019,12.744783557242293
107890.75697886865,-27.578403182146754
108006.39551796712,-64.35975312650699
108122.03405706558,-97.3046691439258
108237.67259616405,-126.42007754990098
108353.31113526251,-152.37050709996066
108468.94967436098,-175.94141445324885
108584.58821345946,-197.87654117594712
108700.22675255792,-218.8506968757921
108815.86529165639,-239.48745117400273
108931.50383075484,-259.9575501278571
109047.1423698533,-280.2373841012587
109162.78090895177,-300.25196946308444
109278.41944805023,-319.6839260194061
109394.0579871487,-338.22384710568303
109509.69652624718,-355.652864514381
109625.33506534564,-371.8385931005313
109740.97360444411,-386.7074354834643
109856.61214354257,-400.3502963728253
109972.25068264104,-412.91599074345123
110087.8892217395,-424.5552123706433
110203.52776083797,-435.4760639608349
110319.16629993643,-445.8537073185109
110434.8048390349,-455.8157263285397
110550.44337813338,-465.4475918846157
110666.08191723183,-474.7800297321652
110781.7204563303,-483.76277396796934
110897.35899542876,-492.3058866712152
111012.99753452723,-500.2936902732611
111128.63607362569,-507.5722365600109
111244.27461272416,-513.9988044325476
111359.91315182262,-519.4560083924912
111475.5516909211,-523.8545856075589
111591.19023001957,-527.1483203673431
111706.82876911803,-529.3535973200745
111822.4673082165,-530.5325896000041
111938.10584731496,-530.8011096848497
112053.74438641343,-530.3700568663553
112169.38292551189,-529.4644859395553
112285.02146461036,-528.3122238073453
112400.66000370882,-527.1559958292431
112516.29854280729,-526.2329337301979
112631.93708190575,-525.7983083426291
112747.57562100422,-526.081488050258
112863.21416010268,-527.2921520964845
112978.85269920115,-529.6642602250156
113094.49123829961,-533.407769803146
113210.12977739808,-538.700957362892
113325.76831649654,-545.7390057856776
113441.40685559502,-554.7049156976383
113557.04539469349,-565.6883703636782
113672.68393379195,-578.6000084257355
113788.32247289042,-593.2563927914355
113903.96101198888,-609.3863225190338
114019.59955108735,-626.4939051707562
114135.2380901858,-643.9487311421926
114250.87662928426,-661.1247891362976
114366.51516838274,-677.3214799168196
114482.15370748121,-691.6925485935706
114597.79224657967,-703.339128839129
114713.43078567814,-711.5954593450023
114829.0693247766,-716.6333097159098
114944.70786387507,-718.90358667903
115060.34640297353,-717.685045653202
115175.984942072,-710.264295873472
115291.62348117046,-694.3277182507697
115407.26202026894,-676.2054017467004
115522.90055936741,-668.4238641737538
