filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp
fluized_18.npz,Complex crater,163.7272872,-7.348,155573.9936,9062.266571,126218.3729,0.3096703,28613.33858,12.172
