filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_31.npz,Complex crater,205.11958976817886,-3.146000000000072,145031.48250802708,9104.898117424978,243880.23016511253,0.29862955040958394,41329.52447688818,14.336000000000013,7.1990349999999985
