filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
fluized_30.npz,Complex crater,210.9546994275304,-11.150000000000091,344095.93619399035,80621.46840432503,275141.02858558745,0.33676035725525244,29784.66936181291,16.232000000000085,8.112512077294689
