filename,type,D,d_max,V_in,V_ex,V_exc,epsilon,V_cp,H_cp,mean_h_rim
compacted_48.npz,Complex crater,260.6401125735494,-11.562000000000126,327975.9653581679,182002.11205622504,209584.65943765006,0.3280443117573728,53870.23616843877,13.0300000000002,4.503092331768389
